,name,rank,target,type,base_damage,upgraded_damage,base_crit,upgraded_crit,base_self,upgraded_self,base_cooldown,upgraded_cooldown,base_effect,upgraded_effect,target_restriction,notes,hero_id,base_uses,upgraded_uses,path_name,skill_name,hero_name
15,Zealous Accusation (Banneret),oo..,..o-o,ranged,1-2,2-3,0.05,0.0,,,0,0,{{Burn2|2}}<br />{{Combo}} (25%),{{Burn2|3}}<br />{{Combo}} (33%) }},,,Cru,inf,inf,Banneret,Zealous Accusation,Crusader
16,Inspiring Cry,oooo,oooo,buff,,,0.0,0.0,,{{Stress2|-1}},1,0, Requires {{Stress2|}} 5+<br /> {{Stress2|-2}} }},,,,Cru,inf,inf,Wanderer,Inspiring Cry,Crusader
17,Rallying Cry,oooo,oooo,buff,,,0.0,0.0,,Remove {{Blind}}{{Weak}}{{Vuln}},1,0,Remove {{Blind}}{{Weak}}{{Vuln}},,Ally,,Cru,inf,inf,Wanderer,Rallying Cry,Crusader
18,Rallying Cry (Templar),..oo,oooo,buff,,,0.0,0.0,,,2,0, {{Guard2|2}}<br> {{Buff2|+30% Healing Received}}<br> Transfer {{Regen}} to Target when Target HP {{HP2}} < 33%, {{Guard2|3}}<br> {{Buff2|+30% Healing Received}}<br> Copy {{Regen}} to Target when Target HP {{HP2}} < 33%,Ally,"Unlike most other healing buffs, this skill also boosts healing from {{Regen|-}}.",Cru,inf,inf,Templar,Rallying Cry,Crusader
19,Rallying Cry (Banneret),oooo,o-o-o-o,buff,,,0.0,0.0,,,3,2,{{Immob}},,,,Cru,inf,inf,Banneret,Rallying Cry,Crusader
20,Reap,..oo,o-o..,melee,4-5,5-7,0.05,0.0,, {{HP2|heal|15%}} When {{Combo}},0,0," {{Debuff2}} <span class""debuff-dd2"">-20%</span> Healing Received"," {{Debuff2}} <span class""debuff-dd2"">-33%</span> Healing Received",,The Effect of this skill affects all sources of healing including Regeneration,Cru,inf,inf,Wanderer,Reap,Crusader
21,Reap (Aggressor),..oo,o-o..,melee,4-5,5-7,0.05,0.0,,,0,0, {{Execution|1}} when Target {{Burn2}}<br> {{Debuff2|-20%}} Healing Received," {{Execution|1}} when Target {{Burn2}}<br> {{Debuff2|-33%}} Healing Received <span class""buff-dd2"">Gain On Killing Blow:</span> {{Strength}}",,The Effect of this skill affects all sources of healing including Regeneration,Cru,inf,inf,Aggressor,Reap,Crusader
22,Battle Heal,..oo,oooo,heal,,,0.0,0.0,,{{HP2|heal|10%}},2,1, Requires {{HP2}} < 50%<br /> {{HP2|heal|20%}}, Requires {{HP2}} < 50%<br /> {{HP2|heal|25%}},,,Cru,3.0,inf,Wanderer,Battle Heal,Crusader
23,Battle Heal (Banneret),oooo,oooo,heal,,,0.0,0.0,,,2,1," Requires {{HP2}} < 50%<br /> <span class""heal-dd2"">Heal 20%</span>"," Requires {{HP2}} < 50%<br /> <span class""heal-dd2"">Heal 30%</span>",,,Cru,4.0,inf,Banneret,Battle Heal,Crusader
24,Bulwark of Faith,..oo,self,buff,,,0.0,0.0," {{Block|2}}, {{Taunt|2}}<br /> {{Regen|2}}"," {{Block|2}}, {{Taunt|3}}<br /> {{Regen|4}}  }}",2,0,,,,,Cru,inf,inf,Wanderer,Bulwark of Faith,Crusader
25,Holy Lance,oo..,.ooo,ranged,4-7,5-9,0.1,0.15,{{Move2|forward|1}} }},,0,0, {{Burn2|2}}, {{Burn2|3}}<br /> {{Combo}},,,Cru,inf,inf,Wanderer,Holy Lance,Crusader
26,Radiance,oooo,self,buff,,,0.0,0.0, {{Regen|2}}<br> {{Buff2|Ranged Skills:}} {{Burn2|pierce|+20}} ," {{Regen|3}}<br> {{Buff2|Ranged Skills:}} {{Burn2|pierce|+20}}<br> If Target {{Burn2}}: <span class""buff-dd2"">+30%</span> DMG }}",4,0,,,,,Cru,inf,inf,Wanderer,Radiance,Crusader
27,Tenacity,oooo,oooo,buff,,,0.0,0.0,, {{Block}}<br> {{Buff2}} {{Debuff2|res|+10}} }},2,0,{{Block|2}}, {{Block|2}}<br> {{Buff2}} {{Debuff2|res|+10}},,,Cru,inf,inf,Wanderer,Tenacity,Crusader
28,Tenacity (Aggressor),oooo,self,buff,,,0.0,0.0, {{Buff2| Melee Skills:}} {{HP2|heal|15%}} On Hit when Target {{Burn2}} (4 Rounds), {{Buff2| Melee Skills:}} {{HP2|heal|20%}} On Hit when Target {{Burn2}} (4 Rounds)<br> {{Buff2}} {{Debuff2|res|+20}} }},4,0,,,,,Cru,inf,inf,Aggressor,Tenacity,Crusader
29,Tenacity (Templar),..oo,self,buff,,,0.0,0.0," {{Block|2}}<br> {{Buff2}} <span class""buff-dd2"">+30%</span> Healing Received"," {{Block|3}}<br> {{Buff2}} {{Debuff2|res|+20}}<br> {{Buff2}} <span class""buff-dd2"">+50%</span> Healing Received<br> ",2,0,,,,The Effect of this skill affects all sources of healing including Regeneration,Cru,inf,inf,Templar,Tenacity,Crusader
30,Tenacity (Banneret),oooo,o-o-o-o,buff,,,0.0,0.0,,,3,2,{{Block}}," {{Block}}<br /> Remove {{Stun}}, {{Daze2}} }}",,,Cru,inf,inf,Banneret,Tenacity,Crusader
13,Stunning Blow,..oo,oo..,melee,3-5,4-6,0.05,0.1,,,0,0,{{Stun}} when Target {{Combo}},"{{Stun}} when Target {{Combo}}<br>Remove {{Strength}}, {{Crit}} }}",,,Cru,inf,inf,Aggressor,Stunning Blow,Crusader
14,Zealous Accusation,..oo,o-o..,ranged,1-2,2-3,0.05,0.0,,,0,0,{{Burn2|2}}<br />{{Combo}} (25%),{{Burn2|3}}<br />{{Combo}} (33%) }},,,Cru,inf,inf,Aggressor,Zealous Accusation,Crusader
16,Inspiring Cry,oooo,oooo,buff,,,0.0,0.0,,{{Stress2|-1}},1,0, Requires {{Stress2|}} 5+<br /> {{Stress2|-2}} }},,,,Cru,inf,inf,Aggressor,Inspiring Cry,Crusader
17,Rallying Cry,oooo,oooo,buff,,,0.0,0.0,,Remove {{Blind}}{{Weak}}{{Vuln}},1,0,Remove {{Blind}}{{Weak}}{{Vuln}},,Ally,,Cru,inf,inf,Aggressor,Rallying Cry,Crusader
22,Battle Heal,..oo,oooo,heal,,,0.0,0.0,,{{HP2|heal|10%}},2,1, Requires {{HP2}} < 50%<br /> {{HP2|heal|20%}}, Requires {{HP2}} < 50%<br /> {{HP2|heal|25%}},,,Cru,3.0,inf,Aggressor,Battle Heal,Crusader
24,Bulwark of Faith,..oo,self,buff,,,0.0,0.0," {{Block|2}}, {{Taunt|2}}<br /> {{Regen|2}}"," {{Block|2}}, {{Taunt|3}}<br /> {{Regen|4}}  }}",2,0,,,,,Cru,inf,inf,Aggressor,Bulwark of Faith,Crusader
25,Holy Lance,oo..,.ooo,ranged,4-7,5-9,0.1,0.15,{{Move2|forward|1}} }},,0,0, {{Burn2|2}}, {{Burn2|3}}<br /> {{Combo}},,,Cru,inf,inf,Aggressor,Holy Lance,Crusader
26,Radiance,oooo,self,buff,,,0.0,0.0, {{Regen|2}}<br> {{Buff2|Ranged Skills:}} {{Burn2|pierce|+20}} ," {{Regen|3}}<br> {{Buff2|Ranged Skills:}} {{Burn2|pierce|+20}}<br> If Target {{Burn2}}: <span class""buff-dd2"">+30%</span> DMG }}",4,0,,,,,Cru,inf,inf,Aggressor,Radiance,Crusader
13,Stunning Blow,..oo,oo..,melee,3-5,4-6,0.05,0.1,,,0,0,{{Stun}} when Target {{Combo}},"{{Stun}} when Target {{Combo}}<br>Remove {{Strength}}, {{Crit}} }}",,,Cru,inf,inf,Templar,Stunning Blow,Crusader
14,Zealous Accusation,..oo,o-o..,ranged,1-2,2-3,0.05,0.0,,,0,0,{{Burn2|2}}<br />{{Combo}} (25%),{{Burn2|3}}<br />{{Combo}} (33%) }},,,Cru,inf,inf,Templar,Zealous Accusation,Crusader
16,Inspiring Cry,oooo,oooo,buff,,,0.0,0.0,,{{Stress2|-1}},1,0, Requires {{Stress2|}} 5+<br /> {{Stress2|-2}} }},,,,Cru,inf,inf,Templar,Inspiring Cry,Crusader
20,Reap,..oo,o-o..,melee,4-5,5-7,0.05,0.0,, {{HP2|heal|15%}} When {{Combo}},0,0," {{Debuff2}} <span class""debuff-dd2"">-20%</span> Healing Received"," {{Debuff2}} <span class""debuff-dd2"">-33%</span> Healing Received",,The Effect of this skill affects all sources of healing including Regeneration,Cru,inf,inf,Templar,Reap,Crusader
22,Battle Heal,..oo,oooo,heal,,,0.0,0.0,,{{HP2|heal|10%}},2,1, Requires {{HP2}} < 50%<br /> {{HP2|heal|20%}}, Requires {{HP2}} < 50%<br /> {{HP2|heal|25%}},,,Cru,3.0,inf,Templar,Battle Heal,Crusader
24,Bulwark of Faith,..oo,self,buff,,,0.0,0.0," {{Block|2}}, {{Taunt|2}}<br /> {{Regen|2}}"," {{Block|2}}, {{Taunt|3}}<br /> {{Regen|4}}  }}",2,0,,,,,Cru,inf,inf,Templar,Bulwark of Faith,Crusader
25,Holy Lance,oo..,.ooo,ranged,4-7,5-9,0.1,0.15,{{Move2|forward|1}} }},,0,0, {{Burn2|2}}, {{Burn2|3}}<br /> {{Combo}},,,Cru,inf,inf,Templar,Holy Lance,Crusader
26,Radiance,oooo,self,buff,,,0.0,0.0, {{Regen|2}}<br> {{Buff2|Ranged Skills:}} {{Burn2|pierce|+20}} ," {{Regen|3}}<br> {{Buff2|Ranged Skills:}} {{Burn2|pierce|+20}}<br> If Target {{Burn2}}: <span class""buff-dd2"">+30%</span> DMG }}",4,0,,,,,Cru,inf,inf,Templar,Radiance,Crusader
10,Smite,..oo,oo..,melee,5-7,7-9,0.05,0.1,,,0,0,"<span class""buff-dd2"">+50%</span> DMG when Target {{Combo}} }}",,,,Cru,inf,inf,Banneret,Smite,Crusader
13,Stunning Blow,..oo,oo..,melee,3-5,4-6,0.05,0.1,,,0,0,{{Stun}} when Target {{Combo}},"{{Stun}} when Target {{Combo}}<br>Remove {{Strength}}, {{Crit}} }}",,,Cru,inf,inf,Banneret,Stunning Blow,Crusader
16,Inspiring Cry,oooo,oooo,buff,,,0.0,0.0,,{{Stress2|-1}},1,0, Requires {{Stress2|}} 5+<br /> {{Stress2|-2}} }},,,,Cru,inf,inf,Banneret,Inspiring Cry,Crusader
20,Reap,..oo,o-o..,melee,4-5,5-7,0.05,0.0,, {{HP2|heal|15%}} When {{Combo}},0,0," {{Debuff2}} <span class""debuff-dd2"">-20%</span> Healing Received"," {{Debuff2}} <span class""debuff-dd2"">-33%</span> Healing Received",,The Effect of this skill affects all sources of healing including Regeneration,Cru,inf,inf,Banneret,Reap,Crusader
24,Bulwark of Faith,..oo,self,buff,,,0.0,0.0," {{Block|2}}, {{Taunt|2}}<br /> {{Regen|2}}"," {{Block|2}}, {{Taunt|3}}<br /> {{Regen|4}}  }}",2,0,,,,,Cru,inf,inf,Banneret,Bulwark of Faith,Crusader
25,Holy Lance,oo..,.ooo,ranged,4-7,5-9,0.1,0.15,{{Move2|forward|1}} }},,0,0, {{Burn2|2}}, {{Burn2|3}}<br /> {{Combo}},,,Cru,inf,inf,Banneret,Holy Lance,Crusader
26,Radiance,oooo,self,buff,,,0.0,0.0, {{Regen|2}}<br> {{Buff2|Ranged Skills:}} {{Burn2|pierce|+20}} ," {{Regen|3}}<br> {{Buff2|Ranged Skills:}} {{Burn2|pierce|+20}}<br> If Target {{Burn2}}: <span class""buff-dd2"">+30%</span> DMG }}",4,0,,,,,Cru,inf,inf,Banneret,Radiance,Crusader
0,Collect Bounty,.ooo,oo..,melee,8-12,,0.05,0.0,,,0,0,"Deals <span class""buff-dd2"">+50%</span> DMG when Target {{Combo}} }}",,,,BH,inf,inf,Wanderer,Collect Bounty,Bounty Hunter
1,Mark for Death,oooo,oooo,ranged,,,0.05,0.0,,,1,0," Ignore {{Dodge}}{{Guarded}}<br /> {{Dodge|remove}}<br /> {{Vuln|2}}, {{Combo}} }}",,,,BH,inf,inf,Wanderer,Mark for Death,Bounty Hunter
2,Come Hither,oooo,..oo,ranged,3-5,,0.1,0.0,,,0,0, {{Move2|pull|2}}<br /> {{Combo}} }},,,,BH,inf,inf,Wanderer,Come Hither,Bounty Hunter
3,Caltrops,ooo.,..o-o,ranged,2-3,,0.05,0.0,,,0,0," {{Bleed2|3}}<br /> {{Bleed2|pierce|+30}} when Target {{Combo}} <br /> {{Debuff2}}: {{Move2|res|-20}}, {{Speed2|-2}} }}",,,,BH,inf,inf,Wanderer,Caltrops,Bounty Hunter
4,Flashbang,ooo.,ooo.,ranged,,,0.05,0.0,,,1,0," {{Move2|shuffle}}<br /> {{Blind}}, {{Daze2}}<br /> {{StunToken}} when Target {{Combo}} }}",,,,BH,inf,inf,Wanderer,Flashbang,Bounty Hunter
5,Staredown,oooo,oooo,ranged,,,0.05,0.0, {{Taunt|2}}<br /> {{Vuln|remove}},,1,0,{{Weak|2}} }},,,,BH,inf,inf,Wanderer,Staredown,Bounty Hunter
6,Hurlbat,oo..,oooo,ranged,6-10,,0.15,0.0,,,0,0," {{Dodge|ignore}} when Target {{Combo}} <br /> Deals <span class""buff-dd2"">+50%</span> DMG when Target {{Combo}}",,,{{Combo}} will be consumed regardless if the target has {{Dodge}} or not. }},BH,inf,inf,Wanderer,Hurlbat,Bounty Hunter
7,No Escape,oo..,..oo,ranged,2-4,,0.1,0.0,,,2,0," Ignore {{Dodge}}, {{Guarded}}<br /> {{StunToken}}, {{Combo}}<br> {{Guard2|remove}} }}",,,,BH,inf,inf,Wanderer,No Escape,Bounty Hunter
8,Finish Him,.ooo,ooo.,melee,6-10,,0.1,0.0,,,0,0," {{Block|ignore}}<br /> {{Execution|2}}<br /> Deals <span class""buff-dd2"">+75%</span> DMG when Target {{StunToken}} or {{Dazed}} }}",,,,BH,inf,inf,Wanderer,Finish Him,Bounty Hunter
9,Uppercut,..oo,oo..,melee,3-5,,0.1,0.0,,,2,0, {{StunToken}}<br> {{Move2|knockback|1}}  }},,,,BH,inf,inf,Wanderer,Uppercut,Bounty Hunter
